Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,concept:name,lifecycle:transition,org:resource,type_task
82604,Homologacion por grupo de cursos,18929,2016/02/23 13:00:08.000,2016/02/23 21:50:58.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,18929,SubProcessMultiInstance
82604,End,End,2016/02/23 21:50:58.000,2016/02/23 21:50:58.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
82651,Start,Start,2016/02/04 23:01:04.000,2016/02/04 23:01:04.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
82651,Traer informacion estudiante - banner,2925,2016/02/04 23:01:04.000,2016/02/04 23:01:04.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,2925,AutoState
82651,Radicar Solicitud Homologacion,2925,2016/02/04 23:01:08.000,2016/02/04 23:01:33.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,2925,ManualState
82651,Validar solicitud,49,2016/02/04 23:26:58.000,2016/02/04 23:50:31.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,49,ManualState
82651,Homologacion por grupo de cursos,2541,2016/02/09 23:00:18.000,2016/02/09 23:01:46.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,2541,SubProcessMultiInstance
82651,End,End,2016/02/09 23:01:46.000,2016/02/09 23:01:46.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
82652,Start,Start,2016/02/04 23:08:03.000,2016/02/04 23:08:03.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
82652,Traer informacion estudiante - banner,3421,2016/02/04 23:08:03.000,2016/02/04 23:08:03.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,3421,AutoState
82652,Radicar Solicitud Homologacion,3421,2016/02/04 23:08:04.000,2016/02/04 23:08:21.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,3421,ManualState
82652,Validar solicitud,19019,2016/02/04 23:25:36.000,2016/02/04 23:33:13.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,19019,ManualState
82652,Homologacion por grupo de cursos,1007,2016/02/05 23:02:57.000,2016/02/06 07:31:20.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,1007,SubProcessMultiInstance
82652,End,End,2016/02/06 07:31:20.000,2016/02/06 07:31:20.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
82655,Start,Start,2016/02/04 20:49:43.000,2016/02/04 20:49:43.000,Variant 16,16,Fluxicon Disco,Variant 16,16,Start,complete,Start,Start
82655,Validar solicitud,22475,2016/02/04 20:49:43.000,2016/02/04 20:59:50.000,Variant 16,16,Fluxicon Disco,Variant 16,16,Validar solicitud,complete,22475,ManualState
82655,Traer informacion estudiante - banner,2834,2016/02/04 23:27:22.000,2016/02/04 23:27:22.000,Variant 16,16,Fluxicon Disco,Variant 16,16,Traer informacion estudiante - banner,complete,2834,AutoState
82655,Radicar Solicitud Homologacion,2834,2016/02/04 23:27:23.000,2016/02/04 23:27:23.000,Variant 16,16,Fluxicon Disco,Variant 16,16,Radicar Solicitud Homologacion,complete,2834,ManualState
82655,Homologacion por grupo de cursos,1343,2016/02/05 23:07:02.000,2016/02/05 23:40:13.000,Variant 16,16,Fluxicon Disco,Variant 16,16,Homologacion por grupo de cursos,complete,1343,SubProcessMultiInstance
82655,End,End,2016/02/05 23:40:13.000,2016/02/05 23:40:13.000,Variant 16,16,Fluxicon Disco,Variant 16,16,End,complete,End,End
82701,Start,Start,2016/02/05 01:33:33.000,2016/02/05 01:33:33.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Start,complete,Start,Start
82701,Traer informacion estudiante - banner,26147,2016/02/05 01:33:33.000,2016/02/05 01:33:33.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Traer informacion estudiante - banner,complete,26147,AutoState
82701,Radicar Solicitud Homologacion,26147,2016/02/05 01:33:38.000,2016/02/05 01:53:12.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Radicar Solicitud Homologacion,complete,26147,ManualState
82701,Validar solicitud,7080,2016/02/09 18:34:53.000,2016/02/09 19:07:18.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Validar solicitud,complete,7080,ManualState
82701,Cancelar Solicitud,7080,2016/02/09 18:34:54.000,2016/02/09 19:16:56.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Cancelar Solicitud,complete,7080,Event
82701,Notificacion estudiante cancelacion soli,7080,2016/02/16 22:37:36.000,2016/02/16 22:37:36.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Notificacion estudiante cancelacion soli,complete,7080,AutoState
82701,End,End,2016/02/16 22:37:36.000,2016/02/16 22:37:36.000,Variant 9,9,Fluxicon Disco,Variant 9,9,End,complete,End,End
82801,Start,Start,2016/02/05 00:29:25.000,2016/02/05 00:29:25.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
82801,Traer informacion estudiante - banner,5571,2016/02/05 00:29:25.000,2016/02/05 00:29:25.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,5571,AutoState
82801,Radicar Solicitud Homologacion,5571,2016/02/05 00:29:30.000,2016/02/05 00:30:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,5571,ManualState
82801,Validar solicitud,669,2016/02/05 03:48:08.000,2016/02/05 03:49:58.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,669,ManualState
82801,Homologacion por grupo de cursos,1343,2016/02/05 16:50:43.000,2016/02/05 17:28:11.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,1343,SubProcessMultiInstance
82801,End,End,2016/02/05 17:28:11.000,2016/02/05 17:28:11.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
82802,Start,Start,2016/02/05 00:41:16.000,2016/02/05 00:41:16.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
82802,Traer informacion estudiante - banner,9872,2016/02/05 00:41:16.000,2016/02/05 00:41:16.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,9872,AutoState
82802,Radicar Solicitud Homologacion,9872,2016/02/05 00:41:17.000,2016/02/05 00:41:28.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,9872,ManualState
82802,Validar solicitud,1707,2016/02/05 00:52:53.000,2016/02/05 01:19:35.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,1707,ManualState
82802,Homologacion por grupo de cursos,15930,2016/02/10 17:35:39.000,2016/02/10 20:30:33.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,15930,SubProcessMultiInstance
82802,End,End,2016/02/10 20:30:33.000,2016/02/10 20:30:33.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
82851,Start,Start,2016/02/05 11:18:45.000,2016/02/05 11:18:45.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
82851,Traer informacion estudiante - banner,8588,2016/02/05 11:18:45.000,2016/02/05 11:18:45.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,8588,AutoState
82851,Radicar Solicitud Homologacion,8588,2016/02/05 11:18:52.000,2016/02/05 11:54:52.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,8588,ManualState
82851,Cancelar Solicitud,677,2016/02/11 20:29:29.000,2016/02/11 21:29:29.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,677,Event
82851,Notificacion estudiante cancelacion soli,677,2016/02/23 14:11:02.000,2016/02/23 14:11:02.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,677,AutoState
82851,End,End,2016/02/23 14:11:02.000,2016/02/23 14:11:02.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
82902,Start,Start,2016/02/05 14:40:37.000,2016/02/05 14:40:37.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Start,complete,Start,Start
82902,Homologacion por grupo de cursos,1343,2016/02/05 14:40:37.000,2016/02/05 15:19:56.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Homologacion por grupo de cursos,complete,1343,SubProcessMultiInstance
82902,Traer informacion estudiante - banner,6159,2016/02/05 17:10:51.000,2016/02/05 17:10:51.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Traer informacion estudiante - banner,complete,6159,AutoState
82902,Radicar Solicitud Homologacion,6159,2016/02/05 17:10:52.000,2016/02/05 17:10:54.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Radicar Solicitud Homologacion,complete,6159,ManualState
82902,Validar solicitud,669,2016/02/05 17:13:41.000,2016/02/05 17:13:41.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Validar solicitud,complete,669,ManualState
82902,End,End,2016/02/05 17:13:41.000,2016/02/05 17:13:41.000,Variant 15,15,Fluxicon Disco,Variant 15,15,End,complete,End,End
82903,Start,Start,2016/02/05 19:03:29.000,2016/02/05 19:03:29.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Start,complete,Start,Start
82903,Traer informacion estudiante - banner,8213,2016/02/05 19:03:29.000,2016/02/05 19:03:29.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Traer informacion estudiante - banner,complete,8213,AutoState
82903,Radicar Solicitud Homologacion,8213,2016/02/05 19:03:30.000,2016/02/05 19:03:30.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Radicar Solicitud Homologacion,complete,8213,ManualState
82903,Validar solicitud,1707,2016/02/05 19:21:25.000,2016/02/05 19:53:25.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Validar solicitud,complete,1707,ManualState
82903,Cancelar Solicitud,8213,2016/02/05 19:21:25.000,2016/02/05 20:05:25.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Cancelar Solicitud,complete,8213,Event
82903,Notificacion estudiante cancelacion soli,8213,2016/02/15 14:23:44.000,2016/02/15 14:23:44.000,Variant 9,9,Fluxicon Disco,Variant 9,9,Notificacion estudiante cancelacion soli,complete,8213,AutoState
82903,End,End,2016/02/15 14:23:44.000,2016/02/15 14:23:44.000,Variant 9,9,Fluxicon Disco,Variant 9,9,End,complete,End,End
82904,Start,Start,2016/02/05 19:13:49.000,2016/02/05 19:13:49.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
82904,Traer informacion estudiante - banner,8213,2016/02/05 19:13:49.000,2016/02/05 19:13:49.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,8213,AutoState
82904,Radicar Solicitud Homologacion,8213,2016/02/05 19:13:50.000,2016/02/05 19:13:50.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,8213,ManualState
82904,Validar solicitud,1707,2016/02/05 19:20:09.000,2016/02/05 19:52:09.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,1707,ManualState
82904,Homologacion por grupo de cursos,1707,2016/02/11 19:08:11.000,2016/02/11 19:21:27.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,1707,SubProcessMultiInstance
82904,End,End,2016/02/11 19:21:27.000,2016/02/11 19:21:27.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
82906,Start,Start,2016/02/05 19:24:25.000,2016/02/05 19:24:25.000,Variant 25,25,Fluxicon Disco,Variant 25,25,Start,complete,Start,Start
82906,Traer informacion estudiante - banner,1910,2016/02/05 19:24:25.000,2016/02/05 19:24:25.000,Variant 25,25,Fluxicon Disco,Variant 25,25,Traer informacion estudiante - banner,complete,1910,AutoState
82906,Radicar Solicitud Homologacion,1910,2016/02/05 19:24:26.000,2016/02/05 19:28:26.000,Variant 25,25,Fluxicon Disco,Variant 25,25,Radicar Solicitud Homologacion,complete,1910,ManualState
82906,Validar solicitud,387,2016/02/06 16:25:06.000,2016/02/06 17:09:57.000,Variant 25,25,Fluxicon Disco,Variant 25,25,Validar solicitud,complete,387,ManualState
82906,Homologacion por grupo de cursos,1007,2016/02/15 21:51:09.000,2016/02/16 01:26:17.000,Variant 25,25,Fluxicon Disco,Variant 25,25,Homologacion por grupo de cursos,complete,1007,SubProcessMultiInstance
82906,Recepcion de documentos,19019,2016/02/15 21:51:09.000,2016/02/16 01:10:17.000,Variant 25,25,Fluxicon Disco,Variant 25,25,Recepcion de documentos,complete,19019,Event
82906,End,End,2016/02/16 01:10:17.000,2016/02/16 01:10:17.000,Variant 25,25,Fluxicon Disco,Variant 25,25,End,complete,End,End
82909,Start,Start,2016/02/06 00:42:58.000,2016/02/06 00:42:58.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
82909,Traer informacion estudiante - banner,12836,2016/02/06 00:42:58.000,2016/02/06 00:42:58.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,12836,AutoState
82909,Radicar Solicitud Homologacion,12836,2016/02/06 00:42:59.000,2016/02/06 00:43:09.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,12836,ManualState
82909,Cancelar Solicitud,19019,2016/02/06 00:53:54.000,2016/02/06 01:10:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,19019,Event
82909,Notificacion estudiante cancelacion soli,19019,2016/02/10 14:07:32.000,2016/02/10 14:07:32.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,19019,AutoState
82909,End,End,2016/02/10 14:07:32.000,2016/02/10 14:07:32.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
82910,Start,Start,2016/02/06 00:54:28.000,2016/02/06 00:54:28.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
82910,Traer informacion estudiante - banner,12836,2016/02/06 00:54:28.000,2016/02/06 00:54:28.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,12836,AutoState
82910,Radicar Solicitud Homologacion,12836,2016/02/06 00:54:29.000,2016/02/06 00:54:34.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,12836,ManualState
82910,Validar solicitud,1707,2016/02/06 01:00:11.000,2016/02/06 01:28:11.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,1707,ManualState
82910,Homologacion por grupo de cursos,15930,2016/02/11 19:06:29.000,2016/02/11 21:22:29.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,15930,SubProcessMultiInstance
82910,End,End,2016/02/11 21:22:29.000,2016/02/11 21:22:29.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
82952,Start,Start,2016/02/05 15:52:59.000,2016/02/05 15:52:59.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
82952,Traer informacion estudiante - banner,4708,2016/02/05 15:52:59.000,2016/02/05 15:52:59.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,4708,AutoState
82952,Radicar Solicitud Homologacion,4708,2016/02/05 15:53:00.000,2016/02/05 15:53:19.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,4708,ManualState
82952,Cancelar Solicitud,677,2016/02/05 16:12:11.000,2016/02/05 16:18:58.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,677,Event
82952,Notificacion estudiante cancelacion soli,677,2016/02/08 14:52:36.000,2016/02/08 14:52:36.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,677,AutoState
82952,End,End,2016/02/08 14:52:36.000,2016/02/08 14:52:36.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
82960,Start,Start,2016/02/05 19:30:31.000,2016/02/05 19:30:31.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
82960,Traer informacion estudiante - banner,11811,2016/02/05 19:30:31.000,2016/02/05 19:30:31.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,11811,AutoState
82960,Radicar Solicitud Homologacion,11811,2016/02/05 19:30:32.000,2016/02/05 19:30:32.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,11811,ManualState
82960,Cancelar Solicitud,669,2016/02/05 19:37:13.000,2016/02/05 19:39:49.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,669,Event
82960,Notificacion estudiante cancelacion soli,669,2016/02/05 23:36:38.000,2016/02/05 23:36:38.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,669,AutoState
82960,End,End,2016/02/05 23:36:38.000,2016/02/05 23:36:38.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
83051,Start,Start,2016/02/06 03:14:46.000,2016/02/06 03:14:46.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Start,complete,Start,Start
83051,Traer informacion estudiante - banner,10962,2016/02/06 03:14:46.000,2016/02/06 03:14:46.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Traer informacion estudiante - banner,complete,10962,AutoState
83051,Radicar Solicitud Homologacion,10962,2016/02/06 03:14:49.000,2016/02/06 03:14:49.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Radicar Solicitud Homologacion,complete,10962,ManualState
83051,Cancelar Solicitud,716,2016/02/06 17:01:21.000,2016/02/06 19:49:21.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Cancelar Solicitud,complete,716,Event
83051,Notificacion estudiante cancelacion soli,716,2016/03/08 13:51:08.000,2016/03/08 13:51:08.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Notificacion estudiante cancelacion soli,complete,716,AutoState
83051,End,End,2016/03/08 13:51:08.000,2016/03/08 13:51:08.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,complete,End,End
83053,Start,Start,2016/02/06 03:34:43.000,2016/02/06 03:34:43.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Start,complete,Start,Start
83053,Traer informacion estudiante - banner,6639,2016/02/06 03:34:43.000,2016/02/06 03:34:43.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Traer informacion estudiante - banner,complete,6639,AutoState
83053,Radicar Solicitud Homologacion,6639,2016/02/06 03:34:44.000,2016/02/06 03:34:44.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Radicar Solicitud Homologacion,complete,6639,ManualState
83053,Validar solicitud,22475,2016/02/06 03:52:44.000,2016/02/06 03:52:44.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Validar solicitud,complete,22475,ManualState
83053,Homologacion por grupo de cursos,1343,2016/02/08 13:21:59.000,2016/02/08 13:53:18.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Homologacion por grupo de cursos,complete,1343,SubProcessMultiInstance
83053,End,End,2016/02/08 13:53:18.000,2016/02/08 13:53:18.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,complete,End,End
83201,Start,Start,2016/02/06 12:48:18.000,2016/02/06 12:48:18.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Start,complete,Start,Start
83201,Traer informacion estudiante - banner,11583,2016/02/06 12:48:18.000,2016/02/06 12:48:18.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Traer informacion estudiante - banner,complete,11583,AutoState
83201,Radicar Solicitud Homologacion,11583,2016/02/06 12:48:26.000,2016/02/06 13:26:12.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Radicar Solicitud Homologacion,complete,11583,ManualState
83201,Notificacion estudiante cancelacion soli,1,2016/02/23 21:10:18.000,2016/02/23 21:10:18.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Notificacion estudiante cancelacion soli,complete,1,AutoState
83201,End,End,2016/02/23 21:10:18.000,2016/02/23 21:10:18.000,Variant 5,5,Fluxicon Disco,Variant 5,5,End,complete,End,End
83251,Start,Start,2016/02/06 17:29:53.000,2016/02/06 17:29:53.000,Variant 44,44,Fluxicon Disco,Variant 44,44,Start,complete,Start,Start
83251,Validar solicitud,716,2016/02/06 17:29:53.000,2016/02/06 19:09:21.000,Variant 44,44,Fluxicon Disco,Variant 44,44,Validar solicitud,complete,716,ManualState
83251,Traer informacion estudiante - banner,7770,2016/02/06 17:48:54.000,2016/02/06 17:48:54.000,Variant 44,44,Fluxicon Disco,Variant 44,44,Traer informacion estudiante - banner,complete,7770,AutoState
83251,Radicar Solicitud Homologacion,7770,2016/02/06 17:49:00.000,2016/02/06 17:49:00.000,Variant 44,44,Fluxicon Disco,Variant 44,44,Radicar Solicitud Homologacion,complete,7770,ManualState
83251,Homologacion por grupo de cursos,7394,2016/02/24 18:28:01.000,2016/02/24 18:28:51.000,Variant 44,44,Fluxicon Disco,Variant 44,44,Homologacion por grupo de cursos,complete,7394,SubProcessMultiInstance
