case_id,resource,role,activity,FixedCost,ResourceCost,Start_Time,End_Time,AssignedTime
26,Clerk-000001,Clerk,Check application form completeness,0.0,0.15,2023-02-10T13:00:00.000,2023-02-10T13:08:47.121,2023-02-10T13:00:00.000
26,Clerk-000006,Clerk,Check credit history,0.0,0.02,2023-02-10T13:08:47.121,2023-02-10T13:10:06.244,2023-02-10T13:08:47.121
25,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-10T12:30:11.985,2023-02-10T13:13:52.736,2023-02-10T12:30:11.985
18,Clerk-000002,Clerk,Reject application,0.0,0.17,2023-02-10T13:14:01.145,2023-02-10T13:24:01.145,2023-02-10T13:14:01.145
23,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-02-10T13:04:44.529,2023-02-10T13:24:44.529,2023-02-10T13:04:44.529
25,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-10T12:30:11.985,2023-02-10T13:26:32.110,2023-02-10T12:30:11.985
22,Clerk-000004,Clerk,Reject application,0.0,0.17,2023-02-10T13:18:37.708,2023-02-10T13:28:37.708,2023-02-10T13:18:37.708
26,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-10T13:08:47.121,2023-02-10T13:29:59.765,2023-02-10T13:08:47.121
19,Clerk-000005,Clerk,Approve application,0.0,0.08,2023-02-10T13:35:03.484,2023-02-10T13:40:03.484,2023-02-10T13:35:03.484
27,Clerk-000007,Clerk,Check application form completeness,0.0,0.19,2023-02-10T13:30:00.000,2023-02-10T13:41:30.500,2023-02-10T13:30:00.000
25,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-02-10T13:26:32.110,2023-02-10T13:46:32.110,2023-02-10T13:26:32.110
21,Clerk-000003,Clerk,Reject application,0.0,0.17,2023-02-10T13:40:59.608,2023-02-10T13:50:59.608,2023-02-10T13:40:59.608
28,Clerk-000001,Clerk,Check application form completeness,0.0,0.03,2023-02-10T14:00:00.000,2023-02-10T14:01:33.296,2023-02-10T14:00:00.000
26,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-10T13:13:52.736,2023-02-10T14:01:58.305,2023-02-10T13:08:47.121
26,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-02-10T14:01:58.305,2023-02-10T14:21:58.305,2023-02-10T14:01:58.305
27,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-10T13:41:30.500,2023-02-10T14:23:41.963,2023-02-10T13:41:30.500
26,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2023-02-10T14:21:58.305,2023-02-10T14:25:26.047,2023-02-10T14:21:58.305
27,Clerk-000008,Clerk,Check credit history,0.0,0.85,2023-02-10T13:41:30.500,2023-02-10T14:32:47.426,2023-02-10T13:41:30.500
23,Clerk-000002,Clerk,Reject application,0.0,0.17,2023-02-10T14:24:44.529,2023-02-10T14:34:44.529,2023-02-10T14:24:44.529
29,Clerk-000004,Clerk,Check application form completeness,0.0,0.16,2023-02-10T14:30:00.000,2023-02-10T14:39:40.000,2023-02-10T14:30:00.000
29,Clerk-000005,Clerk,Check credit history,0.0,0.0,2023-02-10T14:39:40.000,2023-02-10T14:39:41.775,2023-02-10T14:39:40.000
24,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-10T13:04:44.529,2023-02-10T14:43:09.573,2023-02-10T12:36:04.235
26,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-10T14:25:26.047,2023-02-10T14:45:26.047,2023-02-10T14:25:26.047
29,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-10T14:39:40.000,2023-02-10T14:50:24.976,2023-02-10T14:39:40.000
28,Clerk-000006,Clerk,Check credit history,0.0,0.88,2023-02-10T14:01:33.296,2023-02-10T14:54:16.116,2023-02-10T14:01:33.296
28,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-10T14:01:33.296,2023-02-10T14:56:16.018,2023-02-10T14:01:33.296
25,Clerk-000007,Clerk,Reject application,0.0,0.17,2023-02-10T14:46:32.110,2023-02-10T14:56:32.110,2023-02-10T14:46:32.110
24,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-02-10T14:43:09.573,2023-02-13T07:03:09.573,2023-02-10T14:43:09.573
24,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2023-02-13T07:03:09.573,2023-02-13T07:04:53.237,2023-02-13T07:03:09.573
26,Clerk-000001,Clerk,Cancel application,0.0,0.08,2023-02-13T07:00:00.000,2023-02-13T07:05:00.000,2023-02-10T15:45:26.047
27,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-10T14:01:58.305,2023-02-13T07:11:27.273,2023-02-10T13:41:30.500
30,Clerk-000003,Clerk,Check application form completeness,0.0,0.36,2023-02-13T07:00:00.000,2023-02-13T07:21:42.457,2023-02-10T15:00:00.000
30,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-13T07:21:42.457,2023-02-13T07:24:00.846,2023-02-13T07:21:42.457
24,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-02-13T07:04:53.237,2023-02-13T07:24:53.237,2023-02-13T07:04:53.237
27,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T07:11:27.273,2023-02-13T07:31:27.273,2023-02-13T07:11:27.273
28,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-10T14:43:09.573,2023-02-13T07:38:30.973,2023-02-10T14:01:33.296
29,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-13T07:11:27.273,2023-02-13T07:54:18.610,2023-02-10T14:39:40.000
28,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T07:38:30.973,2023-02-13T07:58:30.973,2023-02-13T07:38:30.973
30,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-13T07:38:30.973,2023-02-13T08:01:24.809,2023-02-13T07:21:42.457
28,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2023-02-13T07:58:30.973,2023-02-13T08:13:24.373,2023-02-13T07:58:30.973
29,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T07:54:18.610,2023-02-13T08:14:18.610,2023-02-13T07:54:18.610
30,Clerk-000008,Clerk,Check credit history,0.0,0.9,2023-02-13T07:21:42.457,2023-02-13T08:15:27.491,2023-02-13T07:21:42.457
29,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-02-13T08:14:18.610,2023-02-13T08:22:13.689,2023-02-13T08:14:18.610
31,Clerk-000002,Clerk,Check application form completeness,0.0,0.97,2023-02-13T07:30:00.000,2023-02-13T08:28:14.156,2023-02-13T07:30:00.000
24,Clerk-000005,Clerk,Cancel application,0.0,0.08,2023-02-13T08:24:53.237,2023-02-13T08:29:53.237,2023-02-13T08:24:53.237
28,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-13T08:13:24.373,2023-02-13T08:33:24.373,2023-02-13T08:13:24.373
32,Clerk-000004,Clerk,Check application form completeness,0.0,0.59,2023-02-13T08:00:00.000,2023-02-13T08:35:11.810,2023-02-13T08:00:00.000
30,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T08:15:27.491,2023-02-13T08:35:27.491,2023-02-13T08:15:27.491
33,Clerk-000007,Clerk,Check application form completeness,0.0,0.11,2023-02-13T08:30:00.000,2023-02-13T08:36:45.675,2023-02-13T08:30:00.000
32,Clerk-000003,Clerk,Check credit history,0.0,0.07,2023-02-13T08:35:11.810,2023-02-13T08:39:27.491,2023-02-13T08:35:11.810
27,Clerk-000001,Clerk,Reject application,0.0,0.17,2023-02-13T08:31:27.273,2023-02-13T08:41:27.273,2023-02-13T08:31:27.273
31,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-13T08:28:14.156,2023-02-13T08:42:04.287,2023-02-13T08:28:14.156
29,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-02-13T08:22:13.689,2023-02-13T08:42:13.689,2023-02-13T08:22:13.689
31,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-13T08:28:14.156,2023-02-13T08:45:53.388,2023-02-13T08:28:14.156
33,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-13T08:45:53.388,2023-02-13T08:50:39.444,2023-02-13T08:36:45.675
31,Clerk-000006,Clerk,Check credit history,0.0,0.44,2023-02-13T08:28:14.156,2023-02-13T08:54:32.822,2023-02-13T08:28:14.156
32,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-13T08:35:11.810,2023-02-13T08:54:48.662,2023-02-13T08:35:11.810
33,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-13T08:42:04.287,2023-02-13T09:05:58.498,2023-02-13T08:36:45.675
31,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T08:54:32.822,2023-02-13T09:14:32.822,2023-02-13T08:54:32.822
31,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-02-13T09:14:32.822,2023-02-13T09:18:27.475,2023-02-13T09:14:32.822
34,Clerk-000002,Clerk,Check application form completeness,0.0,0.43,2023-02-13T09:00:00.000,2023-02-13T09:25:39.310,2023-02-13T09:00:00.000
34,Clerk-000005,Clerk,Check credit history,0.0,0.02,2023-02-13T09:25:39.310,2023-02-13T09:26:57.299,2023-02-13T09:25:39.310
35,Clerk-000004,Clerk,Check application form completeness,0.0,0.0,2023-02-13T09:30:00.000,2023-02-13T09:30:16.761,2023-02-13T09:30:00.000
35,Clerk-000007,Clerk,Check credit history,0.0,0.01,2023-02-13T09:30:16.761,2023-02-13T09:31:09.252,2023-02-13T09:30:16.761
28,Clerk-000003,Clerk,Approve application,0.0,0.08,2023-02-13T09:33:24.373,2023-02-13T09:38:24.373,2023-02-13T09:33:24.373
31,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-13T09:18:27.475,2023-02-13T09:38:27.475,2023-02-13T09:18:27.475
35,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-13T09:30:16.761,2023-02-13T09:39:17.838,2023-02-13T09:30:16.761
30,Clerk-000001,Clerk,Reject application,0.0,0.17,2023-02-13T09:35:27.491,2023-02-13T09:45:27.491,2023-02-13T09:35:27.491
29,Clerk-000006,Clerk,Cancel application,0.0,0.08,2023-02-13T09:42:13.689,2023-02-13T09:47:13.689,2023-02-13T09:42:13.689
34,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-13T09:25:39.310,2023-02-13T09:47:17.026,2023-02-13T09:25:39.310
33,Clerk-000008,Clerk,Check credit history,0.0,1.32,2023-02-13T08:36:45.675,2023-02-13T09:55:51.421,2023-02-13T08:36:45.675
36,Clerk-000002,Clerk,Check application form completeness,0.0,0.02,2023-02-13T10:00:00.000,2023-02-13T10:01:12.654,2023-02-13T10:00:00.000
36,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-13T10:01:12.654,2023-02-13T10:01:55.375,2023-02-13T10:01:12.654
34,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-13T09:25:39.310,2023-02-13T10:07:13.761,2023-02-13T09:25:39.310
36,Clerk-000005,Clerk,Check credit history,0.0,0.11,2023-02-13T10:01:12.654,2023-02-13T10:07:53.446,2023-02-13T10:01:12.654
33,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T09:55:51.421,2023-02-13T10:15:51.421,2023-02-13T09:55:51.421
33,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2023-02-13T10:15:51.421,2023-02-13T10:26:26.781,2023-02-13T10:15:51.421
34,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T10:07:13.761,2023-02-13T10:27:13.761,2023-02-13T10:07:13.761
37,Clerk-000004,Clerk,Check application form completeness,0.0,0.05,2023-02-13T10:30:00.000,2023-02-13T10:33:08.507,2023-02-13T10:30:00.000
37,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-13T10:33:08.507,2023-02-13T10:40:08.321,2023-02-13T10:33:08.507
34,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-02-13T10:27:13.761,2023-02-13T10:40:11.934,2023-02-13T10:27:13.761
31,Clerk-000003,Clerk,Approve application,0.0,0.08,2023-02-13T10:38:27.475,2023-02-13T10:43:27.475,2023-02-13T10:38:27.475
37,Clerk-000007,Clerk,Check credit history,0.0,0.19,2023-02-13T10:33:08.507,2023-02-13T10:44:19.906,2023-02-13T10:33:08.507
33,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-02-13T10:26:26.781,2023-02-13T10:46:26.781,2023-02-13T10:26:26.781
34,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-13T10:40:11.934,2023-02-13T11:00:11.934,2023-02-13T10:40:11.934
35,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-13T10:07:13.761,2023-02-13T11:07:33.271,2023-02-13T09:30:16.761
38,Clerk-000001,Clerk,Check application form completeness,0.0,0.16,2023-02-13T11:00:00.000,2023-02-13T11:09:46.788,2023-02-13T11:00:00.000
38,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-13T11:09:46.788,2023-02-13T11:24:34.464,2023-02-13T11:09:46.788
35,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T11:07:33.271,2023-02-13T11:27:33.271,2023-02-13T11:07:33.271
39,Clerk-000008,Clerk,Check application form completeness,0.0,0.09,2023-02-13T11:30:00.000,2023-02-13T11:35:32.290,2023-02-13T11:30:00.000
39,Clerk-000002,Clerk,Check credit history,0.0,0.01,2023-02-13T11:35:32.290,2023-02-13T11:36:17.835,2023-02-13T11:35:32.290
32,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-13T08:35:11.810,2023-02-13T11:39:50.282,2023-02-13T08:35:11.810
35,Loan Officer-000004,Loan Officer,Design loan offer,0.0,0.0,2023-02-13T11:27:33.271,2023-02-13T11:40:48.869,2023-02-13T11:27:33.271
33,Clerk-000005,Clerk,Approve application,0.0,0.08,2023-02-13T11:46:26.781,2023-02-13T11:51:26.781,2023-02-13T11:46:26.781
32,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T11:39:50.282,2023-02-13T11:59:50.282,2023-02-13T11:39:50.282
35,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-02-13T11:40:48.869,2023-02-13T12:00:48.869,2023-02-13T11:40:48.869
38,Clerk-000006,Clerk,Check credit history,0.0,0.87,2023-02-13T11:09:46.788,2023-02-13T12:01:44.974,2023-02-13T11:09:46.788
34,Clerk-000003,Clerk,Approve application,0.0,0.08,2023-02-13T12:00:11.934,2023-02-13T12:05:11.934,2023-02-13T12:00:11.934
40,Clerk-000004,Clerk,Check application form completeness,0.0,0.23,2023-02-13T12:00:00.000,2023-02-13T12:13:31.866,2023-02-13T12:00:00.000
36,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-13T11:07:33.271,2023-02-13T12:17:28.454,2023-02-13T10:01:12.654
37,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-13T11:39:50.282,2023-02-13T12:20:43.387,2023-02-13T10:33:08.507
40,Clerk-000007,Clerk,Check credit history,0.0,0.18,2023-02-13T12:13:31.866,2023-02-13T12:24:34.426,2023-02-13T12:13:31.866
38,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-13T12:17:28.454,2023-02-13T12:28:23.275,2023-02-13T11:09:46.788
40,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-13T12:13:31.866,2023-02-13T12:36:48.112,2023-02-13T12:13:31.866
36,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T12:17:28.454,2023-02-13T12:37:28.454,2023-02-13T12:17:28.454
37,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T12:20:43.387,2023-02-13T12:40:43.387,2023-02-13T12:20:43.387
38,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T12:28:23.275,2023-02-13T12:48:23.275,2023-02-13T12:28:23.275
39,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-13T12:20:43.387,2023-02-13T12:49:27.486,2023-02-13T11:35:32.290
38,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-02-13T12:48:23.275,2023-02-13T12:52:11.205,2023-02-13T12:48:23.275
35,Clerk-000005,Clerk,Cancel application,0.0,0.08,2023-02-13T13:00:48.869,2023-02-13T13:05:48.869,2023-02-13T13:00:48.869
40,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-13T12:28:23.275,2023-02-13T13:07:45.885,2023-02-13T12:13:31.866
41,Clerk-000001,Clerk,Check application form completeness,0.0,0.63,2023-02-13T12:30:00.000,2023-02-13T13:07:54.223,2023-02-13T12:30:00.000
32,Clerk-000008,Clerk,Reject application,0.0,0.17,2023-02-13T12:59:50.282,2023-02-13T13:09:50.282,2023-02-13T12:59:50.282
38,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-13T12:52:11.205,2023-02-13T13:12:11.205,2023-02-13T12:52:11.205
41,Clerk-000006,Clerk,Return application back to applicant,0.0,0.08,2023-02-13T13:07:54.223,2023-02-13T13:12:54.223,2023-02-13T13:07:54.223
37,Loan Officer-000003,Loan Officer,Design loan offer,0.0,0.0,2023-02-13T12:40:43.387,2023-02-13T13:23:28.941,2023-02-13T12:40:43.387
39,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-13T11:35:32.290,2023-02-13T13:23:52.216,2023-02-13T11:35:32.290
40,Loan Officer-000002,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T13:07:45.885,2023-02-13T13:27:45.885,2023-02-13T13:07:45.885
40,Loan Officer-000001,Loan Officer,Design loan offer,0.0,0.0,2023-02-13T13:27:45.885,2023-02-13T13:35:25.752,2023-02-13T13:27:45.885
37,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-02-13T13:23:28.941,2023-02-13T13:43:28.941,2023-02-13T13:23:28.941
39,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T13:23:52.216,2023-02-13T13:43:52.216,2023-02-13T13:23:52.216
36,Clerk-000004,Clerk,Reject application,0.0,0.17,2023-02-13T13:37:28.454,2023-02-13T13:47:28.454,2023-02-13T13:37:28.454
42,Clerk-000002,Clerk,Check application form completeness,0.0,0.81,2023-02-13T13:00:00.000,2023-02-13T13:48:19.443,2023-02-13T13:00:00.000
42,Clerk-000007,Clerk,Check credit history,0.0,0.1,2023-02-13T13:48:19.443,2023-02-13T13:54:33.694,2023-02-13T13:48:19.443
40,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-13T13:35:25.752,2023-02-13T13:55:25.752,2023-02-13T13:35:25.752
42,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-13T13:48:19.443,2023-02-13T13:56:24.771,2023-02-13T13:48:19.443
43,Clerk-000003,Clerk,Check application form completeness,0.0,0.46,2023-02-13T13:30:00.000,2023-02-13T13:57:48.386,2023-02-13T13:30:00.000
43,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-13T13:57:48.386,2023-02-13T13:59:31.157,2023-02-13T13:57:48.386
41,Applicant-000001,Applicant,Applicant completes form,0.0,0.0,2023-02-13T13:12:54.223,2023-02-13T14:12:54.223,2023-02-13T13:12:54.223
38,Clerk-000008,Clerk,Cancel application,0.0,0.08,2023-02-13T14:12:11.205,2023-02-13T14:17:11.205,2023-02-13T14:12:11.205
41,Clerk-000006,Clerk,Check application form completeness,0.0,0.07,2023-02-13T14:12:54.223,2023-02-13T14:17:19.853,2023-02-13T14:12:54.223
43,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-13T13:57:48.386,2023-02-13T14:19:40.793,2023-02-13T13:57:48.386
41,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-13T14:17:19.853,2023-02-13T14:20:45.172,2023-02-13T14:17:19.853
41,Clerk-000004,Clerk,Check credit history,0.0,0.16,2023-02-13T14:17:19.853,2023-02-13T14:26:38.340,2023-02-13T14:17:19.853
44,Clerk-000001,Clerk,Check application form completeness,0.0,0.46,2023-02-13T14:00:00.000,2023-02-13T14:27:21.251,2023-02-13T14:00:00.000
42,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-13T13:48:19.443,2023-02-13T14:29:48.288,2023-02-13T13:48:19.443
44,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-13T14:27:21.251,2023-02-13T14:43:17.223,2023-02-13T14:27:21.251
37,Clerk-000003,Clerk,Approve application,0.0,0.08,2023-02-13T14:43:28.941,2023-02-13T14:48:28.941,2023-02-13T14:43:28.941
42,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T14:29:48.288,2023-02-13T14:49:48.288,2023-02-13T14:29:48.288
42,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-02-13T14:49:48.288,2023-02-13T14:49:59.510,2023-02-13T14:49:48.288
44,Clerk-000002,Clerk,Check credit history,0.0,0.38,2023-02-13T14:27:21.251,2023-02-13T14:50:21.549,2023-02-13T14:27:21.251
43,Clerk-000005,Clerk,Check credit history,0.0,0.91,2023-02-13T13:57:48.386,2023-02-13T14:52:27.130,2023-02-13T13:57:48.386
41,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-13T14:17:19.853,2023-02-13T14:52:59.003,2023-02-13T14:17:19.853
39,Clerk-000008,Clerk,Reject application,0.0,0.17,2023-02-13T14:43:52.216,2023-02-13T14:53:52.216,2023-02-13T14:43:52.216
40,Clerk-000006,Clerk,Cancel application,0.0,0.08,2023-02-13T14:55:25.752,2023-02-14T07:00:25.752,2023-02-13T14:55:25.752
45,Clerk-000007,Clerk,Check application form completeness,0.0,0.53,2023-02-13T14:30:00.000,2023-02-14T07:01:37.516,2023-02-13T14:30:00.000
46,Clerk-000004,Clerk,Check application form completeness,0.0,0.05,2023-02-14T07:00:00.000,2023-02-14T07:03:08.959,2023-02-13T15:00:00.000
42,Senior Officer-000001,Senior Officer,Approve loan offer,0.0,0.0,2023-02-13T14:49:59.510,2023-02-14T07:09:59.510,2023-02-13T14:49:59.510
44,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-13T14:27:21.251,2023-02-14T07:12:04.178,2023-02-13T14:27:21.251
43,Loan Officer-000001,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T14:52:27.130,2023-02-14T07:12:27.130,2023-02-13T14:52:27.130
41,Loan Officer-000004,Loan Officer,Assess loan risk,0.0,0.0,2023-02-13T14:52:59.003,2023-02-14T07:12:59.003,2023-02-13T14:52:59.003
46,AML Investigator-000001,AML Investigator,AML check,0.0,0.0,2023-02-14T07:03:08.959,2023-02-14T07:18:14.174,2023-02-14T07:03:08.959
45,Clerk-000001,Clerk,Check credit history,0.0,0.35,2023-02-14T07:01:37.516,2023-02-14T07:22:42.875,2023-02-14T07:01:37.516
43,Loan Officer-000002,Loan Officer,Design loan offer,0.0,0.0,2023-02-14T07:12:27.130,2023-02-14T07:26:21.276,2023-02-14T07:12:27.130
45,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-14T07:01:37.516,2023-02-14T07:31:15.330,2023-02-14T07:01:37.516
44,Loan Officer-000003,Loan Officer,Assess loan risk,0.0,0.0,2023-02-14T07:12:04.178,2023-02-14T07:32:04.178,2023-02-14T07:12:04.178
45,AML Investigator-000002,AML Investigator,AML check,0.0,0.0,2023-02-14T07:01:37.516,2023-02-14T07:35:31.449,2023-02-14T07:01:37.516
47,Clerk-000002,Clerk,Check application form completeness,0.0,0.19,2023-02-14T07:30:00.000,2023-02-14T07:41:09.874,2023-02-14T07:30:00.000
47,Appraiser-000001,Appraiser,Appraise property,0.0,0.0,2023-02-14T07:41:09.874,2023-02-14T07:43:21.206,2023-02-14T07:41:09.874
47,Clerk-000005,Clerk,Check credit history,0.0,0.08,2023-02-14T07:41:09.874,2023-02-14T07:46:06.459,2023-02-14T07:41:09.874
43,Senior Officer-000002,Senior Officer,Approve loan offer,0.0,0.0,2023-02-14T07:26:21.276,2023-02-14T07:46:21.276,2023-02-14T07:26:21.276
46,Appraiser-000002,Appraiser,Appraise property,0.0,0.0,2023-02-14T07:12:04.178,2023-02-14T07:50:18.182,2023-02-14T07:03:08.959
